sector_fuel,year,value,scenario,variant,unit
Biogas / Biomethan,2040,10.382002411993096,ZERO-Basis,KKW50,PJ
Biogas / Biomethan,2041,10.630770793610164,ZERO-Basis,KKW50,PJ
Biogas / Biomethan,2042,10.89202071580812,ZERO-Basis,KKW50,PJ
Biogas / Biomethan,2043,10.832564511857406,ZERO-Basis,KKW50,PJ
Biogas / Biomethan,2044,10.662668676873347,ZERO-Basis,KKW50,PJ
Biogas / Biomethan,2045,10.34574037122315,ZERO-Basis,KKW50,PJ
Biogas / Biomethan,2046,11.138435736455005,ZERO-Basis,KKW50,PJ
Biogas / Biomethan,2047,11.544357065993072,ZERO-Basis,KKW50,PJ
Biogas / Biomethan,2048,11.8529647960956,ZERO-Basis,KKW50,PJ
Biogas / Biomethan,2049,11.814952608323606,ZERO-Basis,KKW50,PJ
Biogas / Biomethan,2050,11.711872668694433,ZERO-Basis,KKW50,PJ
Biogas / Biomethan,2051,10.701530813214612,ZERO-Basis,KKW50,PJ
Biogas / Biomethan,2052,9.820603294245174,ZERO-Basis,KKW50,PJ
Biogas / Biomethan,2053,8.93186871328161,ZERO-Basis,KKW50,PJ
Biogas / Biomethan,2054,8.344292890662881,ZERO-Basis,KKW50,PJ
Biogas / Biomethan,2055,7.822503154342378,ZERO-Basis,KKW50,PJ
Biogas / Biomethan,2056,7.383728949845577,ZERO-Basis,KKW50,PJ
Biogas / Biomethan,2057,7.0201800952330276,ZERO-Basis,KKW50,PJ
Biogas / Biomethan,2058,6.6988680112667485,ZERO-Basis,KKW50,PJ
Biogas / Biomethan,2059,6.410026544447665,ZERO-Basis,KKW50,PJ
Biogas / Biomethan,2060,6.185686533458302,ZERO-Basis,KKW50,PJ
PtG*,2000,0.0,ZERO-Basis,KKW50,PJ
PtG*,2001,0.0,ZERO-Basis,KKW50,PJ
PtG*,2002,0.0,ZERO-Basis,KKW50,PJ
PtG*,2003,0.0,ZERO-Basis,KKW50,PJ
PtG*,2004,0.0,ZERO-Basis,KKW50,PJ
PtG*,2005,0.0,ZERO-Basis,KKW50,PJ
PtG*,2006,0.0,ZERO-Basis,KKW50,PJ
PtG*,2007,0.0,ZERO-Basis,KKW50,PJ
PtG*,2008,0.0,ZERO-Basis,KKW50,PJ
PtG*,2009,0.0,ZERO-Basis,KKW50,PJ
PtG*,2010,0.0,ZERO-Basis,KKW50,PJ
PtG*,2011,0.0,ZERO-Basis,KKW50,PJ
PtG*,2012,0.0,ZERO-Basis,KKW50,PJ
PtG*,2013,0.0,ZERO-Basis,KKW50,PJ
PtG*,2014,0.0,ZERO-Basis,KKW50,PJ
PtG*,2015,0.0,ZERO-Basis,KKW50,PJ
PtG*,2016,0.0,ZERO-Basis,KKW50,PJ
PtG*,2017,0.0,ZERO-Basis,KKW50,PJ
PtG*,2018,0.0,ZERO-Basis,KKW50,PJ
PtG*,2019,0.0,ZERO-Basis,KKW50,PJ
PtG*,2020,0.0,ZERO-Basis,KKW50,PJ
PtG*,2021,0.0,ZERO-Basis,KKW50,PJ
PtG*,2022,0.0,ZERO-Basis,KKW50,PJ
PtG*,2023,0.0,ZERO-Basis,KKW50,PJ
PtG*,2024,0.0,ZERO-Basis,KKW50,PJ
PtG*,2025,0.0,ZERO-Basis,KKW50,PJ
PtG*,2026,0.0,ZERO-Basis,KKW50,PJ
PtG*,2027,0.0,ZERO-Basis,KKW50,PJ
PtG*,2028,0.0,ZERO-Basis,KKW50,PJ
PtG*,2029,0.0,ZERO-Basis,KKW50,PJ
PtG*,2030,0.0,ZERO-Basis,KKW50,PJ
PtG*,2031,0.0,ZERO-Basis,KKW50,PJ
PtG*,2032,0.0,ZERO-Basis,KKW50,PJ
PtG*,2033,0.0,ZERO-Basis,KKW50,PJ
PtG*,2034,0.0,ZERO-Basis,KKW50,PJ
PtG*,2035,0.0,ZERO-Basis,KKW50,PJ
PtG*,2036,0.0,ZERO-Basis,KKW50,PJ
PtG*,2037,0.0,ZERO-Basis,KKW50,PJ
PtG*,2038,0.0,ZERO-Basis,KKW50,PJ
PtG*,2039,0.0,ZERO-Basis,KKW50,PJ
PtG*,2040,0.0,ZERO-Basis,KKW50,PJ
PtG*,2041,0.0,ZERO-Basis,KKW50,PJ
PtG*,2042,0.0,ZERO-Basis,KKW50,PJ
PtG*,2043,0.0,ZERO-Basis,KKW50,PJ
PtG*,2044,0.0,ZERO-Basis,KKW50,PJ
PtG*,2045,0.0,ZERO-Basis,KKW50,PJ
PtG*,2046,0.0,ZERO-Basis,KKW50,PJ
PtG*,2047,0.0,ZERO-Basis,KKW50,PJ
PtG*,2048,0.0,ZERO-Basis,KKW50,PJ
PtG*,2049,0.0,ZERO-Basis,KKW50,PJ
PtG*,2050,0.0,ZERO-Basis,KKW50,PJ
PtG*,2051,0.0,ZERO-Basis,KKW50,PJ
PtG*,2052,0.0,ZERO-Basis,KKW50,PJ
PtG*,2053,0.0,ZERO-Basis,KKW50,PJ
PtG*,2054,0.0,ZERO-Basis,KKW50,PJ
PtG*,2055,0.0,ZERO-Basis,KKW50,PJ
PtG*,2056,0.0,ZERO-Basis,KKW50,PJ
PtG*,2057,0.0,ZERO-Basis,KKW50,PJ
PtG*,2058,0.0,ZERO-Basis,KKW50,PJ
PtG*,2059,0.0,ZERO-Basis,KKW50,PJ
PtG*,2060,0.0,ZERO-Basis,KKW50,PJ
Dienstleistungen,2000,22.00648023206721,ZERO-Basis,KKW50,PJ
Dienstleistungen,2001,22.755420090380227,ZERO-Basis,KKW50,PJ
Dienstleistungen,2002,22.256046221664114,ZERO-Basis,KKW50,PJ
Dienstleistungen,2003,23.952628806030518,ZERO-Basis,KKW50,PJ
Dienstleistungen,2004,24.70596798663114,ZERO-Basis,KKW50,PJ
Dienstleistungen,2005,25.31141934702576,ZERO-Basis,KKW50,PJ
Dienstleistungen,2006,24.97591756486148,ZERO-Basis,KKW50,PJ
Dienstleistungen,2007,23.6272244628013,ZERO-Basis,KKW50,PJ
Dienstleistungen,2008,25.3248438681737,ZERO-Basis,KKW50,PJ
Dienstleistungen,2009,25.174844984941227,ZERO-Basis,KKW50,PJ
Dienstleistungen,2010,28.301753211912818,ZERO-Basis,KKW50,PJ
Dienstleistungen,2011,23.75663543091674,ZERO-Basis,KKW50,PJ
Dienstleistungen,2012,27.079332651612138,ZERO-Basis,KKW50,PJ
Dienstleistungen,2013,29.0665545849351,ZERO-Basis,KKW50,PJ
Dienstleistungen,2014,23.75883643589696,ZERO-Basis,KKW50,PJ
Dienstleistungen,2015,26.630996435851515,ZERO-Basis,KKW50,PJ
Dienstleistungen,2016,28.146140456046385,ZERO-Basis,KKW50,PJ
Dienstleistungen,2017,27.540429329325256,ZERO-Basis,KKW50,PJ
Dienstleistungen,2018,25.649397658543485,ZERO-Basis,KKW50,PJ
Dienstleistungen,2019,26.86103463046559,ZERO-Basis,KKW50,PJ
Dienstleistungen,2020,27.151870367624532,ZERO-Basis,KKW50,PJ
Dienstleistungen,2021,26.29271302144634,ZERO-Basis,KKW50,PJ
Dienstleistungen,2022,25.376258329822328,ZERO-Basis,KKW50,PJ
Dienstleistungen,2023,24.416689204604133,ZERO-Basis,KKW50,PJ
Dienstleistungen,2024,23.433051590216056,ZERO-Basis,KKW50,PJ
Dienstleistungen,2025,22.720040422393012,ZERO-Basis,KKW50,PJ
Dienstleistungen,2026,21.788607913421576,ZERO-Basis,KKW50,PJ
Dienstleistungen,2027,21.061340515547613,ZERO-Basis,KKW50,PJ
Dienstleistungen,2028,20.413447950442606,ZERO-Basis,KKW50,PJ
Dienstleistungen,2029,19.557379596364843,ZERO-Basis,KKW50,PJ
Dienstleistungen,2030,18.89404440210913,ZERO-Basis,KKW50,PJ
Dienstleistungen,2031,18.206089192651778,ZERO-Basis,KKW50,PJ
Dienstleistungen,2032,17.375250692714875,ZERO-Basis,KKW50,PJ
Dienstleistungen,2033,16.49393138092152,ZERO-Basis,KKW50,PJ
Dienstleistungen,2034,15.807700644097903,ZERO-Basis,KKW50,PJ
Dienstleistungen,2035,15.135458741287696,ZERO-Basis,KKW50,PJ
Dienstleistungen,2036,14.063136572783366,ZERO-Basis,KKW50,PJ
Dienstleistungen,2037,13.257920810807729,ZERO-Basis,KKW50,PJ
Dienstleistungen,2038,12.396186219406221,ZERO-Basis,KKW50,PJ
Dienstleistungen,2039,11.790441047341796,ZERO-Basis,KKW50,PJ
Dienstleistungen,2040,11.220725220587722,ZERO-Basis,KKW50,PJ
Dienstleistungen,2041,10.446422255154737,ZERO-Basis,KKW50,PJ
Dienstleistungen,2042,9.88788085206479,ZERO-Basis,KKW50,PJ
Dienstleistungen,2043,9.30597842136551,ZERO-Basis,KKW50,PJ
Dienstleistungen,2044,8.680445573148443,ZERO-Basis,KKW50,PJ
Dienstleistungen,2045,8.110893496932416,ZERO-Basis,KKW50,PJ
Dienstleistungen,2046,7.558593744081477,ZERO-Basis,KKW50,PJ
Dienstleistungen,2047,7.064560674128665,ZERO-Basis,KKW50,PJ
Dienstleistungen,2048,6.680485670089782,ZERO-Basis,KKW50,PJ
Dienstleistungen,2049,6.314651297625373,ZERO-Basis,KKW50,PJ
Dienstleistungen,2050,5.9448447137928415,ZERO-Basis,KKW50,PJ
Dienstleistungen,2051,5.4960293364338675,ZERO-Basis,KKW50,PJ
